dhf,dlf,whf,wlf,dha,dla,dhw,dlw,whw,wlw,hr
17.25,20,21.25,28,21.75,18.5,17,18.5,18.25,22.75,247.3666667
17.25,20,21.25,28,21.75,18.75,17,18.5,18,22.75,247.5333333
17.25,20,21.25,28,21.75,18.5,17,18.25,18,22.75,247.7
17.25,20,21.25,28,21.75,18.5,17,18.75,18,22.75,247.8666667
17.25,20,21.25,28,21.75,19,17,18.25,18,22.75,248.0333333
17.25,20,21.25,28,21.75,18.5,17,18.5,18,22.75,248.2
17.25,20,21.25,28,21.75,19,17,18.5,18,22.75,248.3666667
17.25,20,21.25,28,21.75,18.5,17,18.5,18,22.75,248.5333333
17.25,20,21.25,28,21.75,19,17,18.5,18,22.75,248.7
17.25,18.75,21.25,26.75,20,18.5,17,18.75,18,22.75,248.8666667
17.25,19,21.25,25.75,19,18.5,17,18,18.25,22.75,249.0333333
17.25,19.25,21.25,25,18,18.5,17,18.5,18.25,22.75,249.2
17.25,19.25,21.25,24.75,17.75,18.5,17,18.5,18.25,22.75,249.3666667
17.25,19.25,21.25,24.75,17.75,18.75,17,18.5,18.25,23,249.5333333
17.25,19.25,21.25,24.75,17.75,19,17,18.5,18.25,22.75,249.7
17.25,19.25,21.25,24.75,17.75,18.5,17,18,18.25,22.75,249.8666667
17.25,19.25,21.25,24.75,18.25,19,17,18.5,18.25,22.75,250.0333333
17.25,19.25,20.75,24.75,18,18.5,17,18.25,18.25,22.75,250.2
17.25,19.25,21,24.75,18,18.75,17,18.5,18.25,22.75,250.3666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.5,18.25,23,250.5333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18,18.5,22.75,250.7
17.25,19.25,20.75,24.75,18.25,19,17,18.5,18.75,22.75,250.8666667
17.25,19.25,20.75,24.75,18.25,18.25,17,18,18.75,23,251.0333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18.5,18.75,22.75,251.2
17.25,19.25,20.75,24.75,18.25,18.5,17,18,18.75,22.75,251.3666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18,18.75,22.75,251.5333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18,18.75,22.75,251.7
17.25,19.25,20.75,24.75,18.25,18,17,18,18.75,22.75,251.8666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,19,22.75,252.0333333
17.25,19.25,20.75,24.75,18.25,18,17,18,19,22.75,252.2
17.25,19.25,20.75,24.75,18.25,18,17,18,19.25,22.75,252.3666667
17.25,19.25,20.75,24.75,18.25,18,17,18.25,19.25,22.75,252.5333333
17.25,19.25,20.75,24.75,18.25,17.5,17,17.5,19.25,23,252.7
17.25,19.25,20.75,24.5,18.25,18,17,18,19.25,22.75,252.8666667
17.25,19.25,20.75,25.75,17.5,17.5,17,17.5,19.25,22.75,253.0333333
17,19.25,20.75,27.5,17.25,17.5,17,18,19.25,23,253.2
17,18.75,20.75,28,18.25,17.5,17,17.5,19.5,23,253.3666667
17,19.75,20.75,28,18.25,18,17,17.5,19.75,22.75,253.5333333
17,20,20.75,28,18.25,17.5,17,17.75,19.75,23,253.7
16.75,20,20.75,28,18.25,17.5,17,18,19.75,23,253.8666667
16.75,20,20.75,28,18.25,17.5,17,17.5,19.75,22.75,254.0333333
16.75,20,20.75,28,18.25,17.5,17,17.5,19.75,22.75,254.2
16.75,20,20.75,28,18.25,17,17,17.5,19.75,23,254.3666667
16.75,20,20.75,28,18.5,17.25,17,17.5,20,22.75,254.5333333
16.5,20,20.75,28,18.25,17,17,17.5,20.25,22.75,254.7
16.5,20,20.75,28,18.25,17,17,17.25,20.25,22.75,254.8666667
16.5,20,20.75,28,18.5,17,17,17.25,20.25,22.75,255.0333333
16.5,20,20.75,28,18.25,17,17,17.5,20.25,22.75,255.2
16.25,20,20.75,28,18.5,17.5,17,17.5,20.25,23,255.3666667
16.25,20,20.75,28,18.5,17.5,17,17,20.25,22.75,255.5333333
16.25,20,20.75,28,18.5,17,17,17.25,20.25,23,255.7
16.25,20,20.75,28,18.5,17,17,17,20.25,23,255.8666667
16.25,20,20.75,28,18.75,17.5,17,17.25,20.25,22.75,256.0333333
16.25,20,20.5,28,18.75,16.75,17,16.75,20.25,23,256.2
16.25,20,20.75,28,18.75,17,17,17,20.25,23,256.3666667
16,20,20.5,28,18.75,17.25,17,17.5,20.25,22.75,256.5333333
16,20,20.25,28,18.75,17,17,17,20.25,22.75,256.7
15.75,20,20.25,28,18.75,17,17,17,20,23,256.8666667
15.75,20,20.25,27.5,17,17,17,17,19.75,23,257.0333333
15.75,18.75,20.25,22.75,15.5,16.5,17,17.25,19.75,22.75,257.2
15.75,18,20.25,22.5,15.75,17,17,16.75,19.75,22.75,257.3666667
15.75,16.75,20.25,22.5,16.25,16.5,17,16.75,19.75,23,257.5333333
15.75,15.75,20.25,22.5,16.25,17,17,16.5,19.5,22.75,257.7
15.75,15.75,20.25,22.25,16.25,16.5,17,16.5,19.5,22.75,257.8666667
15.75,15.75,20.25,22.5,16.25,16.5,17,17,19.25,23,258.0333333
15.75,15.75,20.25,22.25,16.25,17,17,17,19.25,22.75,258.2
15.75,15.75,20.25,22.5,16.25,16.5,17,17,19.25,23,258.3666667
15.75,15.75,20.25,22.25,16.25,16.5,17,16.5,19.25,22.75,258.5333333
15.75,15.75,20.25,22.5,16.25,16.5,17,16.75,19.25,23,258.7
15.75,15.75,20.25,22.25,16.25,17,17,17,19.25,23,258.8666667
15.75,15.75,20.25,22.5,16.25,17,17,17.25,19.25,22.75,259.0333333
15.75,15.75,20.25,22.5,16.25,17,17,16.75,19.25,22.75,259.2
15.75,15.75,20.25,22.5,16.25,17,17,16.5,19.25,22.75,259.3666667
15.5,15.75,20.25,22.25,16.25,17,17,17,19.25,23,259.5333333
15.5,15.75,20.25,22.25,16.25,17.5,17,17,19.25,22.75,259.7
15.5,15.75,20.25,22.25,16.25,17.25,17,17,19.25,23,259.8666667
15.5,15.75,20.25,22.25,16.25,17.5,17,17,19.25,23,260.0333333
15.5,15.5,20.25,22.25,16.25,18,17,17.5,19.25,22.75,260.2
15.5,16.75,20.25,22.5,16.25,18,17,17.5,19.25,23,260.3666667
15.5,17.25,20.25,23,16.75,18,17,17.5,19.25,22.75,260.5333333
15.5,17.25,20.25,24.75,20.25,18.5,17,17,19.25,23,260.7
15.25,17.25,20.25,25,20,18,17,17.25,19.25,23,260.8666667
15.5,17.25,20.25,25,19.5,18.75,17,17.5,19.25,22.75,261.0333333
15.5,16.75,20.25,24,18,18.5,17,17.5,19,23,261.2
15.5,18.75,20.25,24.5,19,18.5,17,17.75,19,22.75,261.3666667
15.5,19.25,20.25,24.5,19.5,19,17,17.75,19,22.75,261.5333333
15.5,19.25,20.25,24.5,19.25,18.75,17,18,19,22.75,261.7
15.75,19.25,20.25,24.5,19.25,19.5,17,17.5,19,23,261.8666667
15.75,19.25,20.25,24.5,19.25,19,17,17.5,19,23,262.0333333
15.75,19.25,20.25,24.5,19.25,19.5,17,18,19,22.75,262.2
15.75,19.25,20.25,24.5,19.25,19.5,17,18.5,19,22.75,262.3666667
15.75,19.25,20.25,24.5,19.25,19.5,17,17.5,19,22.75,262.5333333
15.75,19.25,20.25,24.5,19.5,20,17,18,19,23,262.7
16,19.25,20.25,24.5,19.25,20,17,18,19,22.75,262.8666667
16,19.25,20.25,24.5,19.25,20,17,18.5,19,22.75,263.0333333
16,19.25,20.25,24.5,19.5,20,17,18.5,19,23,263.2
16.25,19.25,20.25,24.5,19.25,20,17,18,19,22.75,263.3666667
16.25,19.25,20.25,24.5,19.5,20.25,17,18.5,19,23,263.5333333
16.25,19.25,20.25,24.5,19.25,20.5,17,18.5,18.75,23,263.7
16.25,19.25,20.25,24.5,19.5,20,17,18,19,22.75,263.8666667
16.25,19.25,20.25,24.5,19.25,20.5,17,18.5,19,22.75,264.0333333
16.5,19.25,20.25,24.5,19.25,20.5,17,19,19,23,264.2
16.5,19.25,20.25,24.5,19.25,20,17,18.5,19,22.75,264.3666667
16.5,19.25,20.25,24.5,19.5,20.5,17,19,19,22.75,264.5333333
16.5,19.25,20.75,24.5,19.5,20.5,17,19,19,23,264.7
16.75,19.25,20.75,24.5,19.5,20.5,17,19.5,19.25,22.75,264.8666667
16.75,19.25,20.75,24.5,19.5,21,17,19,19.25,22.75,265.0333333
16.75,19.25,20.75,24.5,19.5,20.5,17,18.75,19.25,23,265.2
16.75,18.75,20.75,24.5,18.75,20.75,17,19.25,19.25,22.75,265.3666667
16.75,19.75,20.75,24,21,21,17,19,19.25,22.75,265.5333333
16.75,20,20.75,26,25,20.5,17,19,19.25,23,265.7
16.75,20,20.75,27.5,23.75,21,17,19.5,19.25,22.75,265.8666667
16.75,20,20.75,28,23,21.5,17,19,19.25,22.75,266.0333333
16.75,20,20.75,28,23,21,17,19.5,19.25,23,266.2
16.75,20,20.75,28,22.5,21,17,19.25,19.25,22.75,266.3666667
16.75,20,20.75,28,22.25,21.5,17,19.5,19.25,22.75,266.5333333
17,20,20.75,28,22.25,21.5,17,19.5,19.25,23,266.7
16.75,20,20.75,28,22.25,21,17,19,19.25,22.75,266.8666667
17,20,20.75,28,22.25,21.5,17,19.5,19.25,22.75,267.0333333
17,20,20.75,28,22,21.5,17,19.25,19.25,23,267.2
17,20,20.75,28,22,21,17,19.25,19.25,23,267.3666667
17,20,20.75,28,22,21.5,17,19.5,19.25,22.75,267.5333333
17,20,20.75,28,22,21,17,19,19.25,22.75,267.7
17,20,20.75,28,22,21.25,17,19.5,19.25,23,267.8666667
17.25,20,20.75,28,21.75,21.5,17,19.25,19.25,22.75,268.0333333
17.25,20,21.25,28,22,21,17,19,19.25,23,268.2
17.25,20,21.25,28,22,21.5,17,19.5,19.25,23,268.3666667
17.25,20,21.25,28,22,21,17,19,19.25,23,268.5333333
17.25,20,21.25,28,21.75,21.25,17,19.5,19.25,22.75,268.7
17.25,20,21.25,28,21.75,21.5,17,19.25,19.25,23,268.8666667
17.25,20,21.25,28,22,21,17,19,19.25,23,269.0333333
17.25,20,21.25,28,22,21.5,17,19.5,19.25,22.75,269.2
17.25,20,21.25,28,21.75,21,17,19,19.25,22.75,269.3666667
17.25,20,21.25,28,21.75,21.5,17,19.5,19.25,23,269.5333333
17.25,20,21.25,28,21.75,21.5,17,19.25,19.25,22.75,269.7
17.25,20,21.25,28,21.75,21,17,19,19.25,22.75,269.8666667
17.25,20,21.25,28,21.75,21.5,17,19.5,19.25,23,270.0333333
17.25,20,21.25,28,22,21,17,18.5,19.25,22.75,270.2
17.25,20,21.25,28,21.75,21.5,17,18.5,19.25,23,270.3666667
17.25,20,21.25,28,21.75,21.5,17,18.25,19.25,23,270.5333333
17.25,20,21.25,28,21.75,19.5,17,18.5,19.25,23,270.7
17.25,20,21.25,28,21.75,18.5,17,18.5,19,22.75,270.8666667
17.25,20,21.25,28,21.75,18.5,17,18.25,19,22.75,271.0333333
17.25,20,21.25,28,21.75,18.5,17,18.5,19,22.75,271.2
17.25,20,21.25,28,21.75,18.75,17,18,19,22.75,271.3666667
17.25,20,21.25,28,21.75,18.25,17,18.5,19,23,271.5333333
17.25,20,21.25,28,21.75,18.5,17,19,19,22.75,271.7
17.25,20,21.25,28,21.75,18.5,17,18.25,19,23,271.8666667
17.25,20,21.25,28,21.75,18.5,17,18.5,19,23,272.0333333
17.25,20,21.25,28,21.75,18.5,17,18.5,19.25,22.75,272.2
17.25,20,21.25,28,21.75,18.5,17,18.75,19.25,22.75,272.3666667
17.25,20,21.25,28,21.75,18.5,17,18,19.25,22.75,272.5333333
17.25,20,21.25,28,21.75,18.5,17,18.5,19.25,23,272.7
17.25,20,21.25,28,21.75,19,17,19,19.25,22.75,272.8666667
17.25,20,21.25,28,21.75,18.5,17,18.5,19.25,23,273.0333333
17.25,18.75,21.25,26,19.5,18.5,17,18.25,19.25,22.75,273.2
17.25,19.25,21.25,25,18.5,18.5,17,18.5,19.25,23,273.3666667
17.25,19.25,21.25,24.75,18,18.5,17,18,19.25,23,273.5333333
17.25,19.25,21.25,24.75,18.25,18.5,17,18.25,19.25,23,273.7
17.25,19.25,21.25,24.75,18.25,18.5,17,18.5,19.25,22.75,273.8666667
17.25,19.25,21.25,24.75,18.25,18.5,17,18.5,19.25,22.75,274.0333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,19.25,23,274.2
17.25,19.25,21.25,24.75,18.25,18.5,17,18.5,19.25,22.75,274.3666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18,19.5,23,274.5333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,19.5,23,274.7
17.25,19.25,20.75,24.75,18.25,18.5,17,18,19.75,22.75,274.8666667
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,19.75,23,275.0333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18.25,19.75,22.75,275.2
17,19.25,20.75,24.75,18.25,18.5,17,18.5,19.75,23,275.3666667
17.25,19.25,20.75,24.75,18.25,18,17,18,19.75,22.75,275.5333333
17.25,19.25,20.75,24.75,18.25,18.5,17,18,19.75,23,275.7
17.25,19.25,20.75,24.75,18.25,17.75,17,18,19.75,23,275.8666667
17.25,19.25,20.75,24.75,18.25,18,17,18.25,19.75,23,276.0333333
17.25,19.25,20.75,24.75,18.25,17.5,17,17.75,19.75,23,276.2
17.25,19.25,20.75,24.75,18.25,18,17,18,19.75,23,276.3666667
17.25,19.25,20.75,24.75,18.25,17.5,17,18,19.75,22.75,276.5333333
17.25,19.25,20.75,24.75,18.25,18,17,18,19.75,23,276.7
17.25,19.25,20.75,24.75,18.25,17.5,17,17.5,19.75,23,276.8666667
17.25,19.25,20.75,24.75,18.25,17.5,17,18,19.75,23,277.0333333
17,19.25,20.75,24.75,18.25,18,17,17.5,20,23,277.2
17,18.25,20.75,24.5,17,17.25,17,17.5,20,22.75,277.3666667
17,17.5,20.75,24.75,18.25,17.5,17,18,20,23,277.5333333
17,16.25,20.75,24.75,18.5,17.5,17,17.5,20.25,23,277.7
17,16.25,20.75,24.75,18.25,18,17,17.5,20.25,23,277.8666667
16.75,16.25,20.75,24.75,18.25,17,17,17.75,20.25,23,278.0333333
16.75,16.25,20.75,24.75,18.25,17.25,17,17.25,20.25,23,278.2
16.75,16.25,20.75,24.75,18.25,17,17,17.5,20.25,23,278.3666667
16.75,16.25,20.75,24.75,18.25,17,17,17.5,20.25,23,278.5333333
16.75,16.25,20.75,24.75,18.5,17,17,17.5,20.25,23,278.7
16.5,16.25,20.75,24.75,18.5,17,17,17,20.25,23,278.8666667
16.5,16.25,20.75,24.75,18.25,17,17,17,20.25,23,279.0333333
16.5,16.25,20.75,24.75,18.75,17,17,17,20.25,22.75,279.2
16.25,16.25,20.75,24.75,18.25,17.25,17,17,20.25,23,279.3666667
16.25,16.25,20.5,24.75,18.25,17,17,17.5,20.25,23,279.5333333
16.25,16.25,20.75,24.75,18.75,17,17,17,20.25,23,279.7
16.25,16.25,20.5,24.75,18.5,17,17,17,20.25,23.25,279.8666667
16.25,16.25,20.75,24.75,18.75,16.75,17,17,20.25,22.75,280.0333333
16.25,16.25,20.25,24.75,18.75,17,17,17,20.25,23,280.2
16,16.25,20.5,24.75,18.75,17,17,17.25,20.25,23.25,280.3666667
16,16.25,20.5,24.75,18.5,17.5,17,16.75,20.25,22.75,280.5333333
16,16.25,20.25,24.75,18.75,17.5,17,16.75,20.25,23,280.7
16,16.25,20.25,24.75,18.75,16.75,17,16.75,20.25,23.25,280.8666667
16,15.25,20.25,23.25,16.5,17,17,17,20.25,23,281.0333333
16,15.75,20.25,22.5,15.5,17,17,17,20.25,23,281.2
15.75,15.75,20.25,22.25,16.25,17,17,17,20.25,23,281.3666667
15.75,15.75,20.25,22.25,16.25,16.75,17,16.5,20.25,23,281.5333333
15.75,15.75,20.25,22.25,16.25,17,17,16.5,20.25,23,281.7
15.75,15.75,20.25,22.25,16.25,16.75,17,16.5,20.25,23,281.8666667
15.75,15.75,20.25,22.25,16.25,17,17,16.5,20.25,23,282.0333333
15.75,15.75,20.25,22.25,16.25,16.5,17,16.5,20,23,282.2
15.75,15.75,20.25,22.25,16.25,17,17,16.5,19.75,23,282.3666667
15.75,15.75,20.25,22.25,16.25,17,17,16.75,19.75,23,282.5333333
15.75,15.75,20.25,22.25,16.25,17.5,17,17,19.75,23,282.7
15.75,15.75,20.25,22.25,16.25,17,17,16.75,19.75,23,282.8666667
15.75,15.75,20.25,22.25,16.25,17,17,16.5,19.75,23,283.0333333
15.75,15.75,20.25,22.25,16.25,17.5,17,17,19.75,23.25,283.2
15.75,15.75,20.25,22.25,16.25,17,17,16.5,19.75,22.75,283.3666667
15.5,15.75,20.25,22.25,16.25,17.5,17,17,19.75,23,283.5333333
15.5,15.75,20.25,22.25,16.25,18,17,17,19.75,23,283.7
15.5,15.75,20.25,22.25,16.25,17.5,17,17.25,19.75,23.25,283.8666667
15.5,15.75,20.25,22.25,16.25,18,17,17,19.75,22.75,284.0333333
15.5,15.25,20.25,22.25,16.25,18.25,17,17.5,19.5,23.25,284.2
15.5,16.75,20.25,22,16.25,18,17,17,19.5,23,284.3666667
15.5,17.25,20.25,23.75,16.75,18.5,17,17.5,19.5,23,284.5333333
15.25,17.25,20.25,25,20.25,19,17,17,19.25,23,284.7
15.5,17.25,20.25,25,20,18.5,17,17.5,19.25,22.75,284.8666667
15.5,17.25,20.25,25,19.25,18.5,17,17.5,19.25,23,285.0333333
15.5,16.75,20.25,24,18,19,17,17.5,19.25,23,285.2
15.5,18.5,20.25,24.25,18.75,19,17,17.5,19.25,23,285.3666667
15.5,19.25,20.25,24.5,19.5,19,17,18,19.25,23,285.5333333
15.75,19.25,20.25,24.5,19.5,19.5,17,18,19.25,23,285.7
15.75,19.25,20.25,24.5,19.25,19,17,18,19.25,23,285.8666667
15.75,19.25,20.25,24.5,19.25,19.5,17,17.75,19.25,22.75,286.0333333
15.75,19.25,20.25,24.5,19.25,20,17,17.5,19.25,23,286.2
15.75,19.25,20.25,24.5,19.25,20,17,18,19.25,23.25,286.3666667
15.75,19.25,20.25,24.5,19.25,19.75,17,18.5,19.25,22.75,286.5333333
16,19.25,20.25,24.5,19.5,20.5,17,18,19.25,23,286.7
16,19.25,20.25,24.5,19.5,19.5,17,18.5,19.25,23,286.8666667
16,19.25,20.25,24.5,19.5,20,17,18,19.25,23,287.0333333
16,19.25,20.25,24.5,19.5,20.5,17,18.5,19.25,23,287.2
16,19.25,20.25,24.5,19.25,20,17,18,19.25,22.75,287.3666667
16.25,19.25,20.25,24.5,19.5,20,17,18.5,19.25,23,287.5333333
16.25,19.25,20.25,24.5,19.5,20.5,17,18.5,19.25,22.75,287.7
16.25,19.25,20.25,24.5,19.5,20.5,17,18.5,19.25,23,287.8666667
16.25,19.25,20.25,24.5,19.5,20.5,17,18.5,19.25,23,288.0333333
16.5,19.25,20.25,24.5,19.5,21,17,19,19.25,23,288.2
16.5,19.25,20.25,24.5,19.5,20.5,17,18.5,19.25,23,288.3666667
16.5,19.25,20.25,24.5,19.5,20.5,17,19,19.25,23,288.5333333
16.5,19.25,20.5,24.5,19.5,20.5,17,18.5,19.25,23.25,288.7
16.5,19.25,20.75,24.5,19.5,21,17,19,19.25,22.75,288.8666667
16.75,19.25,20.5,24.5,19.5,21,17,19.25,19.25,23,289.0333333
16.75,19.25,20.75,24.5,19.5,20.5,17,19.25,19.25,23.25,289.2
16.75,18.75,20.75,24.5,18.75,21,17,19,19.25,23,289.3666667
16.75,19.5,20.75,25,21.25,21,17,19.5,19.25,23.25,289.5333333
16.75,20,20.75,27,26.75,21,17,19,19.25,22.75,289.7
16.75,20,20.75,28,26,21.5,17,19.25,19,23,289.8666667
16.75,20,20.75,28,22.5,21.5,17,19.5,19,23.25,290.0333333
16.75,20,20.75,28,21.75,21,17,19,19,23,290.2
16.75,20,20.75,28,22,21.5,17,19.5,19,23,290.3666667
16.75,20,20.75,28,22,21.5,17,19.5,19,23,290.5333333
17,20,20.75,28,22,21.25,17,19,19,23.25,290.7
17,20,20.75,28,21.75,21.5,17,19.5,19,23,290.8666667
17,20,20.75,28,21.75,21,17,19,19,23,291.0333333
16.75,20,20.75,28,22,21.5,17,19.5,18.75,23,291.2
16.75,20,20.75,28,21.75,21.5,17,19.5,18.75,23,291.3666667
17,20,20.75,28,22,21.25,17,19,18.75,23,291.5333333
17.25,20,20.75,28,22,21.5,17,19.5,18.5,23,291.7
17,20,20.75,28,22,21,17,19,18.25,23,291.8666667
17.25,20,20.75,28,22,21.5,17,19.25,18.25,22.75,292.0333333
17.25,20,20.75,28,22,21.5,17,19.5,18.25,23,292.2
17.25,20,20.75,28,22,21,17,19.5,17.75,23.25,292.3666667
17.25,20,21.25,28,22,21.5,17,19,17.75,23,292.5333333
17.25,20,21.25,28,22,21.5,17,19.5,17.75,23,292.7
17.5,20,21.25,28,22.25,21,17,19,17.75,23.25,292.8666667
17.25,20,21.25,28,22,21.5,17,19.5,17.75,23.25,293.0333333
17.25,20,21.25,28,22,21.5,17,19.5,17.5,23,293.2
17.25,20,21.25,28,22,21,17,19,17.5,23,293.3666667
17.25,20,21.25,28,22,21.5,17,19.5,17.25,23.25,293.5333333
17.25,20,21.25,28,22,21.5,17,19,17.25,23,293.7
17.25,20,21.25,28,22,21,17,18.5,17.25,23,293.8666667
17.25,20,21.25,28,21.75,21.5,17,18.5,17.25,23.25,294.0333333
17.25,20,21.25,28,21.75,21,17,18,17.25,23,294.2
17.25,20,21.25,28,21.75,21.5,17,18.5,17.25,23,294.3666667
17.25,20,21.25,28,21.75,18.75,17,18.75,17.25,23.25,294.5333333
17.25,20,21.25,28,21.75,18.5,17,19,17.25,23.25,294.7
17.25,20,21.25,28,21.75,18.5,17,18.5,17.25,23,294.8666667
17.25,20,21.25,28,21.75,18.5,17,18,17.25,23.25,295.0333333
17.25,20,21.25,28,21.75,19,17,18.5,17.25,22.75,295.2
17.25,20,21.25,28,21.75,18.5,17,18.5,17.25,23,295.3666667
17.25,20,21.25,28,21.75,18.5,17,18,17.25,23.25,295.5333333
17.25,20,21.25,28,21.75,18.5,17,18.5,17.25,22.75,295.7
17.25,20,21.25,28,21.75,18.75,17,18.25,17.25,23.25,295.8666667
17.25,20,21.25,28,21.75,18.75,17,18.5,17,23,296.0333333
17.25,20,21.25,28,21.75,18.5,17,18.5,17,23,296.2
17.25,20,21.25,28,21.75,19,17,18.5,17,23,296.3666667
17.25,20,21.25,28,21.75,18.5,17,18,17,23,296.5333333
17.25,20,21.25,28,21.75,18.75,17,18.5,16.75,23,296.7
17.5,20,21.25,28,21.75,18.5,17,19,16.75,23,296.8666667
17.25,20,21.25,28,21.75,18.5,17,18,16.75,23.25,297.0333333
17.75,19.25,21.25,27.5,20.75,18.75,17,18.5,16.75,23.25,297.2
19.5,17.25,21,24,17.75,18.5,17,18.5,16.75,23,297.3666667
20.75,18,20.75,24.5,17.5,19,17,18.25,16.75,23.25,297.5333333
21.75,19.25,21.25,24.75,17.75,19,17,18.5,16.75,23.25,297.7
22.5,19.25,21.75,24.75,18.25,19,17,18,16.75,23.25,297.8666667
23.25,19.25,22.25,24.75,18.25,18.5,17,18.5,16.75,23.25,298.0333333
24,19.25,22.75,24.75,18,19,17.25,18.5,16.75,23,298.2
24.75,19.25,23.25,24.75,18,18.5,17.25,18.5,16.75,23,298.3666667
25.25,19.25,23.75,24.75,18.25,18.25,17,18,16.75,22.75,298.5333333
25.75,19.25,18.75,24.75,18.25,18.5,17.25,18,16.75,23,298.7
26.25,19.25,18.75,24.5,17.75,18.5,17,18,16.75,22.75,298.8666667
26.5,19.25,20.25,24.75,17.75,18.5,17,18.5,16.75,22.75,299.0333333
26.75,19.25,20.75,24.75,18.25,18,17,18,16.75,23.25,299.2
27,19.25,20.75,24.75,18.25,18.25,17,18,16.75,23.25,299.3666667
27,19.25,20.75,24.75,18.25,18,17,18.5,17,22.75,299.5333333
27.25,19.25,20.75,24.75,18.25,18,17,18,17,23.25,299.7
27.25,19.25,20.75,24.75,18.25,18.25,17,18,17.25,23,299.8666667
27.5,19.25,20.75,24.75,18.25,18,17,18,17.25,23.25,300.0333333
27.5,19.25,20.75,24.75,18.25,18,17,18,17.25,23,300.2
27.5,19.25,20.75,24.75,18.25,18,17,17.5,17.25,23.25,300.3666667
27.5,19.25,20.75,24.75,18.25,17.5,17,18,17.25,23.25,300.5333333
27.5,19.25,20.75,24.75,18.25,18,17,17.5,17.25,23.25,300.7
27.75,19.25,20.75,24.75,18.25,17.5,17,17.5,17.25,23.25,300.8666667
27.75,19.25,20.75,24.75,18.25,17.5,17,18,17.25,23,301.0333333
27.75,19.25,20.75,24.75,18.25,18,17,18,17.25,23.25,301.2
28,19.25,20.75,24.75,18.25,17.25,17,17.5,17.25,23.25,301.3666667
28,19.25,20.75,24.5,18.25,17.25,17,17.5,17.25,22.75,301.5333333
28,18.75,20.75,24.75,17,17.25,17,17.5,17.25,23,301.7
28,19.75,20.75,24.75,18,17.5,17,18,17.25,23.25,301.8666667
28,20,20.75,24.75,18.25,17.5,17,17.5,17.25,22.75,302.0333333
28,20,20.75,24.75,18.25,17,17,17.5,17.25,23,302.2
28,20,20.75,24.75,18.25,17.5,17,17.5,17.25,23,302.3666667
28,20,20.75,24.75,18.25,17,17,17.5,17.25,22.75,302.5333333
28,20,20.75,24.75,18.25,17,17,17.5,17.25,23.25,302.7
28,20,20.75,24.75,18.25,17,17,17.5,17.25,23.25,302.8666667
28,20,20.75,25,18.25,17,17,17.5,17.25,22.75,303.0333333
28.25,20,20.75,24.75,18.25,17,17,17,17.25,23.25,303.2
28.25,20,20.75,24.75,18.25,17,17,17.5,17.25,23.25,303.3666667
28,20,20.5,24.75,18.25,17,17,17.5,17.25,23.25,303.5333333
28,20,20.5,24.75,18.25,17.5,17,17,17.25,23.25,303.7
28,20,20.25,24.75,18.25,17.5,17,17,17.25,23.25,303.8666667
28,20,20.25,24.75,18.25,17,17,17,17.25,23.25,304.0333333
28,20,20.25,24.75,18.25,17,17,16.75,17.25,23.25,304.2
28,20,20.25,24.75,18.5,17,17,17,17.25,23.25,304.3666667
28,20,20.25,24.75,18.5,17,17,17,17.25,23,304.5333333
28,20,20.25,24.75,18.25,17,17,17,17.25,23.25,304.7
28,20,20.25,24.75,18.5,17,17,17,17.25,23.25,304.8666667
28,18.75,20.25,24.25,17,17,17,17,17.25,23,305.0333333
28,17.25,20.25,23.25,15.5,16.75,17,16.75,17.25,23.25,305.2
28,16.25,20.25,22.25,16,17,17,16.5,17.25,23.25,305.3666667
28,15.75,20.25,22.25,16.25,17,17,16.5,17.25,23.25,305.5333333
27.5,15.75,20.25,22.25,16.25,16.75,17,16.75,17.25,23.25,305.7
27,15.75,20.25,22.25,16.25,16.5,17,17,17.25,23,305.8666667
26.5,15.75,20.25,22.25,16.25,17,17,16.75,17.25,23.25,306.0333333
26,15.75,20.25,22.25,16.25,17,17,17,17.25,23.25,306.2
25.75,15.75,20.25,22.25,16.25,16.5,17,16.75,17.25,23,306.3666667
25.25,15.75,20.25,22.25,16.25,17,17,16.75,17.25,23,306.5333333
25,15.75,20.25,22.25,16.25,16.75,17,17,17.25,23.25,306.7
24.75,15.75,20.25,22.25,16.25,17.5,17,17.5,17.25,23.25,306.8666667
24.5,15.75,20.25,22.25,16.25,17,17,17,17.25,23.25,307.0333333
24.5,15.75,20.25,22.25,16.25,17.5,17,17,17.25,23,307.2
24.25,15.75,20.25,22.25,16.25,17.5,17,17.5,17.25,23.25,307.3666667
24,15.75,20.25,22.25,16.25,17.5,17,17.5,17.25,23.25,307.5333333
23.75,15.75,20.25,22.25,16.25,18,17,17.25,17.25,23,307.7
23.75,15.75,20.25,22.25,16.25,17.75,17,17,17.25,23.25,307.8666667
